order_id,customer_id,order_date,amount,status
O2514,C494,2024-11-22,217.31,completed
O2515,C125,2024-04-03,434.56,pending
O2516,C106,2024-06-23,383.43,processing
O2517,C200,2024-07-03,25.99,completed
O2518,C469,2024-04-08,800.85,pending
O2519,C487,2024-07-11,487.38,completed
O2520,C453,2024-05-04,699.23,processing
O2521,C458,2024-09-24,597.43,processing
O2522,C285,2024-08-28,706.49,cancelled
O2523,C299,2024-05-19,316.56,pending
O2524,C194,2024-03-24,585.34,completed
O2525,C149,2024-08-17,540.39,shipped
O2526,C189,2024-05-23,413.45,processing
O2527,C442,2024-01-28,745.75,pending
O2528,C475,2024-09-29,622.41,pending
O2529,C105,2024-03-12,974.42,completed
O2530,C373,2024-05-29,135.26,cancelled
O2531,C464,2024-10-30,566.55,cancelled
O2532,C183,2024-11-08,443.65,pending
O2533,C364,2024-11-21,655.15,pending
O2534,C336,2024-03-29,445.2,shipped
O2535,C150,2024-06-04,489.8,processing
O2536,C225,2024-11-18,419.77,processing
O2537,C441,2024-11-27,445.68,processing
O2538,C145,2024-01-18,760.03,shipped
O2539,C206,2024-10-23,241.09,cancelled
O2540,C103,2024-04-12,185.35,shipped
O2541,C496,2024-07-06,593.22,cancelled
O2542,C324,2024-04-25,383.24,cancelled
O2543,C313,2024-07-23,232.98,shipped
O2544,C290,2024-08-13,783.8,cancelled
O2545,C339,2024-08-29,835.97,pending
O2546,C240,2024-06-20,513.35,shipped
O2547,C145,2024-12-10,545.38,shipped
O2548,C236,2024-01-30,192.53,shipped
O2549,C122,2024-07-22,825.21,cancelled
O2550,C406,2024-01-12,736.46,completed
O2551,C175,2024-02-16,396.41,shipped
O2552,C223,2024-12-27,193.37,processing
O2553,C357,2024-06-20,175.76,cancelled
O2554,C128,2024-02-18,298.01,completed
O2555,C244,2024-11-27,230.4,pending
O2556,C283,2024-10-28,260.28,cancelled
O2557,C387,2024-06-28,451.85,pending
O2558,C291,2024-05-07,271.26,completed
O2559,C199,2024-01-06,955.65,shipped
O2560,C260,2024-12-31,352.02,cancelled
O2561,C327,2024-04-10,416.44,processing
O2562,C176,2024-09-24,293.14,pending
O2563,C242,2024-08-11,301.67,pending
O2564,C157,2024-03-22,61.44,cancelled
O2565,C210,2024-02-10,726.87,shipped
O2566,C139,2024-11-28,209.52,cancelled
O2567,C459,2024-09-24,553.41,completed
O2568,C324,2024-03-03,608.92,pending
O2569,C457,2024-01-03,435.49,cancelled
O2570,C167,2024-07-30,754.21,pending
O2571,C255,2024-01-10,131.77,processing
O2572,C450,2024-02-15,698.88,completed
O2573,C196,2024-11-19,755.86,pending
O2574,C110,2024-04-18,147.28,pending
O2575,C144,2024-03-23,272.76,processing
O2576,C145,2024-07-19,184.83,pending
O2577,C278,2024-12-05,111.73,processing
O2578,C401,2024-01-30,388.61,cancelled
O2579,C181,2024-04-12,94.19,completed
O2580,C235,2024-10-30,297.39,completed
O2581,C108,2024-08-28,246.82,shipped
O2582,C442,2024-10-14,766.59,cancelled
O2583,C261,2024-09-08,486.47,shipped
O2584,C138,2024-11-17,909.15,processing
O2585,C208,2024-10-11,135.17,completed
O2586,C461,2024-01-10,338.66,shipped
O2587,C216,2024-03-12,805.91,pending
O2588,C108,2024-01-23,306.65,cancelled
O2589,C249,2024-11-29,91.62,processing
O2590,C447,2024-10-18,151.5,processing
O2591,C130,2024-09-17,44.9,processing
O2592,C430,2024-04-07,730.46,shipped
O2593,C278,2024-10-26,646.89,shipped
O2594,C371,2024-10-28,37.74,completed
O2595,C402,2024-03-09,886.62,cancelled
O2596,C403,2024-10-27,523.93,cancelled
O2597,C399,2024-10-16,347.5,completed
O2598,C448,2024-02-09,578.24,shipped
O2599,C305,2024-03-02,339.88,cancelled
O2600,C149,2024-05-11,78.09,pending
O2601,C402,2024-09-07,153.14,cancelled
O2602,C159,2024-07-18,424.09,completed
O2603,C466,2024-02-15,25.17,completed
O2604,C402,2024-01-21,32.72,pending
O2605,C465,2024-02-02,917.74,cancelled
O2606,C407,2024-12-27,14.9,shipped
O2607,C103,2024-11-08,370.63,processing
O2608,C282,2024-06-16,74.19,cancelled
O2609,C261,2024-03-17,325.73,completed
O2610,C442,2024-03-27,643.75,processing
O2611,C372,2024-02-07,563.48,cancelled
O2612,C361,2024-01-05,815.75,pending
O2613,C482,2024-08-20,275.64,pending
O2614,C433,2024-01-21,402.96,processing
O2615,C438,2024-06-04,935.1,pending
O2616,C354,2024-01-11,803.18,processing
O2617,C177,2024-03-15,619.92,pending
O2618,C104,2024-10-12,179.61,processing
O2619,C173,2024-07-19,455.72,pending
O2620,C123,2024-04-05,396.8,shipped
O2621,C426,2024-05-09,629.32,shipped
O2622,C356,2024-04-11,79.08,completed
O2623,C300,2024-04-05,24.77,cancelled
O2624,C397,2024-01-16,889.97,pending
O2625,C266,2024-04-27,479.43,pending
O2626,C260,2024-07-22,81.02,processing
O2627,C120,2024-09-11,255.06,cancelled
O2628,C188,2024-09-10,906.59,completed
O2629,C435,2024-04-27,781.16,completed
O2630,C214,2024-11-24,668.61,completed
O2631,C157,2024-01-16,986.35,completed
O2632,C428,2024-06-12,713.8,processing
O2633,C303,2024-06-08,279.27,completed
O2634,C420,2024-06-04,323.78,completed
O2635,C243,2024-02-09,640.37,pending
O2636,C162,2024-12-21,828.62,pending
O2637,C316,2024-02-12,304.15,shipped
O2638,C327,2024-01-16,837.27,processing
O2639,C390,2024-11-09,370.29,shipped
O2640,C376,2024-12-10,762.02,cancelled
O2641,C205,2024-09-24,464.1,processing
O2642,C442,2024-10-31,377.14,shipped
O2643,C445,2024-09-24,278.88,completed
O2644,C167,2024-02-12,781.07,pending
O2645,C102,2024-08-15,954.64,cancelled
O2646,C212,2024-09-01,803.72,completed
O2647,C168,2024-07-22,810.33,cancelled
O2648,C404,2024-07-13,209.37,processing
O2649,C372,2024-12-15,384.68,cancelled
O2650,C389,2024-09-20,505.03,pending
O2651,C116,2024-01-09,591.3,shipped
O2652,C195,2024-10-25,331.48,pending
O2653,C157,2024-09-06,963.74,completed
O2654,C450,2024-12-24,156.44,shipped
O2655,C295,2024-03-02,186.07,completed
O2656,C463,2024-05-14,525.4,cancelled
O2657,C270,2024-12-18,647.78,processing
O2658,C346,2024-08-17,575.07,shipped
O2659,C330,2024-12-08,141.26,completed
O2660,C315,2024-05-26,180.27,processing
O2661,C336,2024-06-14,175.73,processing
O2662,C433,2024-05-06,935.69,pending
O2663,C320,2024-05-09,660.72,shipped
O2664,C457,2024-09-20,979.78,processing
O2665,C114,2024-05-19,259.33,shipped
O2666,C159,2024-07-02,193.28,completed
O2667,C241,2024-10-08,658.15,shipped
O2668,C444,2024-02-17,667.74,shipped
O2669,C120,2024-10-31,406.87,processing
O2670,C426,2024-07-04,979.56,shipped
O2671,C265,2024-12-03,440.39,pending
O2672,C110,2024-01-12,724.51,shipped
O2673,C185,2024-11-04,767.67,shipped
O2674,C244,2024-03-29,809.36,cancelled
O2675,C194,2024-09-20,533.47,completed
O2676,C244,2024-07-27,759.79,completed
O2677,C389,2024-09-23,886.74,completed
O2678,C340,2024-02-07,492.26,pending
O2679,C359,2024-05-17,879.83,cancelled
O2680,C370,2024-04-13,599.19,shipped
O2681,C329,2024-01-07,852.72,shipped
O2682,C136,2024-02-05,492.3,processing
O2683,C375,2024-06-05,656.73,cancelled
O2684,C452,2024-08-12,557.59,shipped
O2685,C418,2024-10-31,440.09,cancelled
O2686,C355,2024-05-20,341.32,pending
O2687,C369,2024-02-20,146.53,completed
O2688,C279,2024-10-16,454.84,shipped
O2689,C137,2024-01-13,221.79,shipped
O2690,C374,2024-12-11,422.55,processing
O2691,C207,2024-03-19,227.29,cancelled
O2692,C245,2024-01-04,520.95,processing
O2693,C439,2024-03-20,163.59,processing
O2694,C140,2024-02-15,143.11,shipped
O2695,C325,2024-01-14,693.36,processing
O2696,C362,2024-05-28,643.33,processing
O2697,C247,2024-11-23,94.99,processing
O2698,C456,2024-10-28,538.35,completed
O2699,C296,2024-08-20,391.74,processing
O2700,C303,2024-09-12,452.57,completed
O2701,C165,2024-05-27,228.21,shipped
O2702,C482,2024-03-07,417.03,processing
O2703,C310,2024-01-25,924.0,pending
O2704,C490,2024-05-23,649.62,shipped
O2705,C309,2024-10-16,439.97,shipped
O2706,C455,2024-03-22,638.98,shipped
O2707,C451,2024-06-26,756.52,cancelled
O2708,C407,2024-04-07,579.1,pending
O2709,C410,2024-05-01,608.04,cancelled
O2710,C220,2024-03-01,563.45,completed
O2711,C273,2024-05-29,691.66,completed
O2712,C153,2024-05-09,918.07,completed
O2713,C420,2024-06-30,836.31,cancelled
O2714,C107,2024-11-10,65.93,completed
O2715,C237,2024-10-18,397.6,processing
O2716,C215,2024-12-08,672.92,shipped
O2717,C418,2024-06-29,168.14,completed
O2718,C117,2024-11-09,581.47,cancelled
O2719,C166,2024-11-22,231.11,cancelled
O2720,C162,2024-04-06,482.56,cancelled
O2721,C407,2024-10-08,504.86,processing
O2722,C473,2024-11-11,223.67,cancelled
O2723,C161,2024-11-03,392.85,shipped
O2724,C493,2024-05-17,980.05,shipped
O2725,C298,2024-03-29,415.84,shipped
O2726,C244,2024-03-24,809.21,pending
O2727,C148,2024-07-12,937.42,pending
O2728,C153,2024-10-07,199.83,processing
O2729,C347,2024-12-29,852.48,shipped
O2730,C259,2024-10-30,74.6,pending
O2731,C321,2024-08-15,753.63,completed
O2732,C274,2024-03-08,494.08,pending
O2733,C283,2024-07-05,587.42,processing
O2734,C286,2024-05-23,650.84,shipped
O2735,C417,2024-01-07,294.51,pending
O2736,C364,2024-10-08,115.5,shipped
O2737,C245,2024-09-22,428.2,shipped
O2738,C156,2024-12-10,413.11,pending
O2739,C318,2024-05-23,17.28,processing
O2740,C125,2024-01-28,116.77,shipped
O2741,C478,2024-02-08,163.32,completed
O2742,C423,2024-01-13,211.6,completed
O2743,C310,2024-10-06,973.42,processing
O2744,C468,2024-07-22,978.95,completed
O2745,C147,2024-04-03,391.05,pending
O2746,C370,2024-11-11,455.4,shipped
O2747,C470,2024-10-26,753.63,cancelled
O2748,C158,2024-09-09,723.89,pending
O2749,C251,2024-08-30,803.95,pending
O2750,C248,2024-08-12,433.71,completed
O2751,C295,2024-12-20,15.97,pending
O2752,C424,2024-03-08,863.76,shipped
O2753,C416,2024-09-21,587.22,processing
O2754,C211,2024-12-09,251.59,shipped
O2755,C287,2024-01-29,854.55,pending
O2756,C365,2024-08-20,778.88,completed
O2757,C393,2024-09-18,94.18,processing
O2758,C417,2024-01-01,11.95,shipped
O2759,C230,2024-11-29,475.8,processing
O2760,C394,2024-05-15,442.5,pending
O2761,C171,2024-12-15,86.21,cancelled
O2762,C345,2024-09-21,971.78,cancelled
O2763,C428,2024-11-27,431.81,shipped
O2764,C337,2024-10-27,409.19,processing
O2765,C472,2024-09-14,518.82,processing
O2766,C496,2024-12-18,446.25,processing
O2767,C490,2024-05-12,307.19,pending
O2768,C259,2024-10-22,657.24,cancelled
O2769,C247,2024-08-19,915.07,cancelled
O2770,C471,2024-07-16,82.5,shipped
O2771,C471,2024-05-07,877.6,shipped
O2772,C232,2024-11-22,227.21,processing
O2773,C350,2024-07-08,322.59,pending
O2774,C134,2024-06-29,549.44,pending
O2775,C468,2024-06-30,854.07,completed
O2776,C436,2024-12-27,256.17,processing
O2777,C320,2024-10-12,954.33,processing
O2778,C482,2024-01-04,233.87,pending
O2779,C425,2024-02-27,832.67,cancelled
O2780,C198,2024-01-19,795.23,processing
O2781,C469,2024-02-16,890.48,processing
O2782,C482,2024-06-28,738.79,completed
O2783,C161,2024-08-01,438.79,shipped
O2784,C345,2024-12-30,407.28,cancelled
O2785,C281,2024-01-01,530.45,completed
O2786,C449,2024-10-02,190.45,pending
O2787,C358,2024-08-16,941.67,processing
O2788,C364,2024-09-03,455.9,pending
O2789,C307,2024-04-29,271.8,completed
O2790,C117,2024-12-09,64.55,pending
O2791,C149,2024-03-03,702.31,shipped
O2792,C478,2024-08-05,113.51,cancelled
O2793,C162,2024-01-22,327.12,processing
O2794,C286,2024-01-04,51.5,processing
O2795,C497,2024-01-12,545.11,processing
O2796,C278,2024-10-19,133.82,shipped
O2797,C323,2024-01-18,924.95,processing
O2798,C141,2024-05-01,300.48,processing
O2799,C221,2024-11-10,25.58,shipped
O2800,C357,2024-05-30,179.86,shipped
O2801,C363,2024-07-18,639.62,processing
O2802,C151,2024-10-22,293.43,processing
O2803,C113,2024-02-14,825.71,shipped
O2804,C154,2024-06-04,236.73,completed
O2805,C442,2024-04-28,157.92,pending
O2806,C125,2024-06-25,270.68,pending
O2807,C365,2024-08-04,573.3,pending
O2808,C233,2024-06-01,628.52,processing
O2809,C180,2024-08-30,711.78,processing
O2810,C457,2024-12-23,382.8,shipped
O2811,C285,2024-12-02,575.49,processing
O2812,C292,2024-11-10,633.93,shipped
O2813,C195,2024-07-02,336.25,pending
O2814,C176,2024-08-24,75.74,processing
O2815,C150,2024-11-20,987.03,cancelled
O2816,C119,2024-06-01,628.86,shipped
O2817,C443,2024-02-02,914.82,shipped
O2818,C250,2024-07-25,732.25,shipped
O2819,C345,2024-09-17,325.51,pending
O2820,C307,2024-10-06,781.91,cancelled
O2821,C487,2024-09-30,442.7,pending
O2822,C264,2024-08-10,56.54,cancelled
O2823,C368,2024-05-24,186.83,processing
O2824,C208,2024-09-06,51.53,completed
O2825,C219,2024-03-19,340.75,cancelled
O2826,C181,2024-01-08,268.25,cancelled
O2827,C474,2024-01-06,529.45,processing
O2828,C292,2024-02-16,843.12,pending
O2829,C268,2024-07-27,595.08,processing
O2830,C225,2024-12-12,837.94,shipped
O2831,C131,2024-10-13,383.07,shipped
O2832,C301,2024-12-20,15.32,shipped
O2833,C317,2024-05-13,161.12,processing
O2834,C336,2024-05-30,117.57,processing
O2835,C237,2024-08-06,409.81,pending
O2836,C249,2024-08-10,26.36,shipped
O2837,C222,2024-11-27,444.76,pending
O2838,C344,2024-11-29,728.23,completed
O2839,C483,2024-02-20,13.43,shipped
O2840,C259,2024-01-15,182.89,processing
O2841,C191,2024-09-20,65.72,completed
O2842,C196,2024-06-30,125.77,shipped
O2843,C417,2024-10-19,231.68,cancelled
O2844,C317,2024-08-16,589.18,processing
O2845,C416,2024-08-31,342.48,processing
O2846,C103,2024-05-12,533.51,processing
O2847,C113,2024-07-28,86.73,processing
O2848,C244,2024-01-30,552.14,shipped
O2849,C107,2024-12-27,562.56,shipped
O2850,C322,2024-01-27,946.29,shipped
O2851,C227,2024-05-08,114.86,processing
O2852,C354,2024-05-17,877.66,processing
O2853,C500,2024-12-07,340.03,pending
O2854,C207,2024-03-06,543.32,processing
O2855,C172,2024-12-24,182.57,completed
O2856,C191,2024-01-25,28.34,completed
O2857,C443,2024-03-26,154.84,shipped
O2858,C131,2024-03-26,212.22,pending
O2859,C328,2024-04-13,637.12,cancelled
O2860,C166,2024-12-21,918.92,shipped
O2861,C359,2024-05-08,467.68,completed
O2862,C465,2024-11-25,404.6,pending
O2863,C449,2024-12-21,509.28,shipped
O2864,C270,2024-04-24,672.53,pending
O2865,C320,2024-07-06,402.83,processing
O2866,C177,2024-08-15,612.47,shipped
O2867,C345,2024-04-08,261.95,processing
O2868,C428,2024-09-30,788.17,pending
O2869,C112,2024-04-21,931.37,pending
O2870,C228,2024-12-08,110.03,processing
O2871,C122,2024-02-06,503.33,completed
O2872,C347,2024-11-01,49.9,shipped
O2873,C449,2024-05-03,459.16,completed
O2874,C366,2024-12-28,327.73,pending
O2875,C437,2024-06-19,42.34,processing
O2876,C253,2024-10-27,900.11,cancelled
O2877,C309,2024-10-14,690.53,pending
O2878,C467,2024-07-28,517.91,cancelled
O2879,C319,2024-11-20,260.71,completed
O2880,C116,2024-06-14,227.16,processing
O2881,C316,2024-03-19,271.11,shipped
O2882,C467,2024-05-20,251.17,shipped
O2883,C482,2024-10-05,314.62,shipped
O2884,C264,2024-01-30,904.24,cancelled
O2885,C380,2024-09-19,726.48,shipped
O2886,C181,2024-03-21,572.79,cancelled
O2887,C150,2024-11-28,696.98,processing
O2888,C448,2024-01-13,178.75,pending
O2889,C136,2024-12-12,833.61,cancelled
O2890,C326,2024-08-23,117.32,cancelled
O2891,C300,2024-01-08,851.47,pending
O2892,C189,2024-07-21,520.03,pending
O2893,C211,2024-09-26,165.38,shipped
O2894,C158,2024-10-08,335.89,cancelled
O2895,C346,2024-02-26,665.35,completed
O2896,C477,2024-09-06,256.41,shipped
O2897,C134,2024-02-21,481.57,pending
O2898,C201,2024-07-20,868.17,processing
O2899,C306,2024-01-05,777.04,completed
O2900,C295,2024-01-10,554.88,shipped
O2901,C187,2024-05-10,615.88,cancelled
O2902,C189,2024-03-04,746.42,processing
O2903,C282,2024-10-13,779.69,cancelled
O2904,C312,2024-03-20,421.83,completed
O2905,C256,2024-06-01,887.37,processing
O2906,C191,2024-12-30,469.98,processing
O2907,C353,2024-08-16,571.68,shipped
O2908,C168,2024-05-27,42.9,pending
O2909,C424,2024-05-28,63.08,processing
O2910,C210,2024-11-20,679.83,pending
O2911,C200,2024-01-08,311.24,completed
O2912,C408,2024-08-10,306.74,processing
O2913,C105,2024-01-12,431.93,processing
O2914,C119,2024-01-18,432.67,shipped
O2915,C498,2024-09-18,708.07,pending
O2916,C328,2024-04-03,514.89,pending
O2917,C359,2024-10-23,784.06,shipped
O2918,C360,2024-01-18,675.45,processing
O2919,C293,2024-10-18,838.65,cancelled
O2920,C249,2024-04-23,120.5,cancelled
O2921,C325,2024-02-27,462.36,processing
O2922,C252,2024-03-08,769.34,cancelled
O2923,C195,2024-08-31,730.73,completed
O2924,C451,2024-02-21,527.63,cancelled
O2925,C326,2024-10-16,21.81,processing
O2926,C119,2024-05-01,631.74,cancelled
O2927,C420,2024-12-04,419.9,completed
O2928,C237,2024-07-15,286.17,processing
O2929,C230,2024-04-13,876.77,processing
O2930,C355,2024-12-23,678.08,processing
O2931,C342,2024-05-01,978.35,completed
O2932,C353,2024-05-08,819.62,shipped
O2933,C230,2024-06-16,454.78,shipped
O2934,C426,2024-09-03,41.71,cancelled
O2935,C418,2024-04-07,992.32,processing
O2936,C106,2024-11-25,271.37,shipped
O2937,C361,2024-01-09,791.53,pending
O2938,C101,2024-10-30,585.21,processing
O2939,C370,2024-05-01,899.06,processing
O2940,C493,2024-07-20,899.04,processing
O2941,C317,2024-09-12,283.98,completed
O2942,C214,2024-12-16,799.02,pending
O2943,C496,2024-02-23,692.1,pending
O2944,C396,2024-09-18,31.34,processing
O2945,C437,2024-03-08,477.67,processing
O2946,C317,2024-07-31,415.78,processing
O2947,C172,2024-01-23,580.89,completed
O2948,C185,2024-06-29,836.96,shipped
O2949,C119,2024-03-29,674.75,processing
O2950,C169,2024-06-21,254.48,cancelled
O2951,C179,2024-01-28,65.95,completed
O2952,C300,2024-06-22,328.54,processing
O2953,C179,2024-10-26,395.58,pending
O2954,C485,2024-10-09,963.68,cancelled
O2955,C190,2024-11-30,845.73,cancelled
O2956,C439,2024-04-01,333.2,pending
O2957,C217,2024-01-05,339.21,pending
O2958,C190,2024-05-26,341.56,pending
O2959,C250,2024-03-21,617.43,pending
O2960,C101,2024-11-03,226.31,processing
O2961,C489,2024-12-20,862.02,cancelled
O2962,C333,2024-06-07,684.56,completed
O2963,C214,2024-10-09,676.95,processing
O2964,C245,2024-01-10,882.39,completed
O2965,C321,2024-03-26,355.23,completed
O2966,C216,2024-04-17,818.54,completed
O2967,C466,2024-10-07,62.81,pending
O2968,C278,2024-08-07,17.95,pending
O2969,C230,2024-11-29,678.15,cancelled
O2970,C428,2024-06-21,858.3,processing
O2971,C325,2024-11-02,521.1,shipped
O2972,C196,2024-04-16,869.87,pending
O2973,C462,2024-04-19,227.94,processing
O2974,C110,2024-09-19,261.36,pending
O2975,C155,2024-10-27,79.93,shipped
O2976,C383,2024-11-09,54.83,processing
O2977,C139,2024-08-31,326.19,completed
O2978,C373,2024-08-22,684.13,shipped
O2979,C180,2024-08-23,956.69,cancelled
O2980,C199,2024-07-27,512.7,shipped
O2981,C489,2024-04-01,509.57,processing
O2982,C112,2024-12-30,831.17,cancelled
O2983,C439,2024-06-15,225.81,shipped
O2984,C454,2024-05-08,771.81,shipped
O2985,C443,2024-08-21,586.68,completed
O2986,C106,2024-06-10,859.24,completed
O2987,C185,2024-11-26,345.23,pending
O2988,C469,2024-09-10,361.96,pending
O2989,C222,2024-04-26,238.5,processing
O2990,C402,2024-09-25,88.48,processing
O2991,C170,2024-05-15,154.52,pending
O2992,C367,2024-09-23,255.91,processing
O2993,C451,2024-08-06,561.12,cancelled
O2994,C328,2024-02-03,879.63,shipped
O2995,C451,2024-11-08,345.96,pending
O2996,C103,2024-05-28,357.84,shipped
O2997,C495,2024-10-28,131.91,processing
O2998,C320,2024-01-11,499.77,completed
O2999,C245,2024-03-13,181.3,pending
O3000,C361,2024-03-04,569.18,processing
O3001,C179,2024-03-16,648.51,processing
O3002,C297,2024-08-12,253.27,cancelled
O3003,C250,2024-04-08,525.89,pending
O3004,C107,2024-01-15,432.68,pending
O3005,C153,2024-05-20,792.26,shipped
O3006,C458,2024-03-02,191.42,cancelled
O3007,C488,2024-01-30,706.83,pending
O3008,C333,2024-07-29,517.91,completed
O3009,C402,2024-11-22,775.75,cancelled
O3010,C207,2024-03-30,720.11,completed
O3011,C281,2024-03-05,66.89,shipped
O3012,C474,2024-07-15,891.19,shipped
O3013,C313,2024-06-21,166.38,shipped
O3014,C480,2024-11-12,703.79,processing
O3015,C436,2024-04-18,620.94,cancelled
O3016,C197,2024-01-01,55.12,pending
O3017,C382,2024-02-15,652.72,completed
O3018,C420,2024-03-26,829.86,completed
O3019,C278,2024-04-21,833.48,completed
O3020,C262,2024-05-17,148.42,cancelled
O3021,C441,2024-02-14,613.66,pending
O3022,C187,2024-06-24,711.43,pending
O3023,C326,2024-10-29,241.56,cancelled
O3024,C145,2024-01-01,294.36,processing
O3025,C264,2024-10-07,50.57,cancelled
O3026,C132,2024-05-21,143.58,cancelled
O3027,C358,2024-05-02,289.69,shipped
O3028,C467,2024-09-04,850.0,completed
O3029,C454,2024-04-22,635.44,completed
O3030,C426,2024-03-14,568.74,completed
O3031,C470,2024-12-29,982.71,shipped
O3032,C117,2024-05-21,739.02,processing
O3033,C123,2024-05-19,447.6,completed
O3034,C167,2024-12-09,443.31,shipped
O3035,C287,2024-06-13,942.34,completed
O3036,C394,2024-08-23,849.78,pending
O3037,C189,2024-03-17,124.72,shipped
O3038,C105,2024-06-04,572.81,pending
O3039,C303,2024-07-28,105.35,shipped
O3040,C408,2024-04-30,344.26,pending
O3041,C250,2024-06-06,727.57,cancelled
O3042,C492,2024-03-18,470.68,shipped
O3043,C412,2024-02-06,500.9,shipped
O3044,C149,2024-01-28,639.28,cancelled
O3045,C301,2024-06-19,735.95,completed
O3046,C181,2024-02-05,591.21,pending
O3047,C474,2024-03-26,710.01,shipped
O3048,C195,2024-10-17,759.69,cancelled
O3049,C247,2024-12-28,535.21,shipped
O3050,C495,2024-08-03,309.7,completed
O3051,C359,2024-07-03,66.34,processing
O3052,C251,2024-05-07,614.03,processing
O3053,C419,2024-12-16,643.8,pending
O3054,C475,2024-06-21,296.31,shipped
O3055,C481,2024-09-26,726.56,completed
O3056,C323,2024-09-23,75.67,completed
O3057,C170,2024-10-07,716.13,cancelled
O3058,C168,2024-11-17,851.44,completed
O3059,C495,2024-07-22,339.4,shipped
O3060,C101,2024-03-03,366.21,completed
O3061,C265,2024-09-12,59.93,shipped
O3062,C150,2024-06-16,249.04,cancelled
O3063,C439,2024-02-09,344.94,pending
O3064,C377,2024-03-11,112.42,completed
O3065,C117,2024-06-24,654.67,completed
O3066,C409,2024-02-18,84.53,pending
O3067,C146,2024-06-06,586.9,cancelled
O3068,C155,2024-09-28,494.67,processing
O3069,C474,2024-11-13,870.33,processing
O3070,C493,2024-06-28,255.03,completed
O3071,C152,2024-07-15,693.01,processing
O3072,C317,2024-03-09,940.72,completed
O3073,C164,2024-08-04,276.44,cancelled
O3074,C126,2024-04-13,200.9,pending
O3075,C316,2024-11-17,290.45,completed
O3076,C126,2024-11-22,720.81,shipped
O3077,C247,2024-07-24,363.54,processing
O3078,C304,2024-07-01,847.92,processing
O3079,C279,2024-05-05,402.46,processing
O3080,C418,2024-09-08,188.97,cancelled
O3081,C101,2024-12-03,642.78,completed
O3082,C379,2024-07-07,779.37,processing
O3083,C351,2024-11-23,688.07,completed
O3084,C107,2024-08-22,954.71,shipped
O3085,C248,2024-11-27,897.93,shipped
O3086,C139,2024-06-08,36.36,shipped
O3087,C303,2024-12-27,379.84,completed
O3088,C418,2024-02-09,841.18,shipped
O3089,C418,2024-03-03,655.39,completed
O3090,C173,2024-01-17,646.27,pending
O3091,C126,2024-01-23,415.2,shipped
O3092,C468,2024-07-07,119.93,processing
O3093,C107,2024-05-15,162.14,pending
O3094,C410,2024-09-30,867.64,processing
O3095,C246,2024-07-01,316.39,shipped
O3096,C413,2024-02-20,41.87,shipped
O3097,C203,2024-02-27,993.43,completed
O3098,C317,2024-12-18,762.76,processing
O3099,C494,2024-05-27,283.58,shipped
O3100,C119,2024-01-26,507.87,shipped
O3101,C210,2024-05-07,548.87,completed
O3102,C292,2024-03-14,122.75,pending
O3103,C113,2024-10-12,848.32,completed
O3104,C496,2024-01-04,912.19,completed
O3105,C357,2024-09-22,95.94,shipped
O3106,C195,2024-01-01,362.41,completed
O3107,C396,2024-12-29,582.27,cancelled
O3108,C292,2024-10-29,163.11,shipped
O3109,C154,2024-03-30,659.81,completed
O3110,C138,2024-07-22,300.16,shipped
O3111,C277,2024-01-20,745.33,pending
O3112,C194,2024-07-25,187.26,pending
O3113,C183,2024-12-30,567.56,pending
O3114,C216,2024-06-02,324.53,processing
O3115,C470,2024-02-11,960.66,completed
O3116,C253,2024-05-08,951.41,shipped
O3117,C339,2024-04-12,32.7,completed
O3118,C172,2024-11-12,835.36,shipped
O3119,C443,2024-05-12,214.85,cancelled
O3120,C290,2024-01-26,783.93,pending
O3121,C482,2024-08-05,588.28,pending
O3122,C186,2024-07-17,859.42,completed
O3123,C145,2024-08-09,986.21,cancelled
O3124,C199,2024-12-12,506.5,completed
O3125,C343,2024-11-25,144.75,shipped
O3126,C171,2024-12-10,413.37,pending
O3127,C409,2024-06-26,598.5,completed
O3128,C452,2024-05-31,933.6,cancelled
O3129,C138,2024-05-22,324.52,pending
O3130,C272,2024-12-09,25.8,pending
O3131,C127,2024-12-13,146.32,completed
O3132,C104,2024-11-17,372.78,processing
O3133,C490,2024-02-09,276.55,completed
O3134,C281,2024-07-19,760.28,pending
O3135,C239,2024-11-29,331.38,pending
O3136,C114,2024-08-17,260.66,pending
O3137,C379,2024-03-16,633.78,shipped
O3138,C233,2024-04-09,17.71,shipped
O3139,C168,2024-05-31,204.01,cancelled
O3140,C238,2024-03-26,501.99,pending
O3141,C260,2024-06-09,148.18,cancelled
O3142,C359,2024-03-30,311.89,completed
O3143,C203,2024-04-03,24.75,pending
O3144,C220,2024-11-06,833.69,shipped
O3145,C141,2024-07-28,887.97,processing
O3146,C395,2024-07-15,578.24,completed
O3147,C274,2024-02-07,896.37,processing
O3148,C312,2024-02-18,611.94,completed
O3149,C254,2024-09-21,949.35,pending
O3150,C324,2024-12-29,306.89,completed
O3151,C491,2024-08-08,989.95,shipped
O3152,C450,2024-09-13,548.97,pending
O3153,C422,2024-10-05,590.71,pending
O3154,C467,2024-07-14,381.71,processing
O3155,C143,2024-11-29,526.69,completed
O3156,C202,2024-08-30,487.61,processing
O3157,C408,2024-09-09,675.35,shipped
O3158,C447,2024-02-16,714.88,completed
O3159,C422,2024-04-30,721.73,completed
O3160,C226,2024-01-23,353.53,processing
O3161,C201,2024-03-02,18.77,completed
O3162,C285,2024-06-06,210.62,processing
